N	Total Time	Average CPE
1013	8761	8.65
1014	8229	8.12
1015	8239	8.12
1016	8383	8.25
1017	8272	8.13
1018	8586	8.43
1019	8464	8.31
1020	8261	8.10
1021	8271	8.10
1022	8427	8.25
1023	9145	8.94
1024	8760	8.55
1025	9567	9.33
1026	9748	9.50
1027	8592	8.37
1028	8583	8.35
1029	8598	8.36
1030	8898	8.64
1031	8621	8.36
1032	8622	8.35
1033	8622	8.35
1034	8628	8.34
1035	8915	8.61
1036	9799	9.46
1037	8692	8.38
1038	8693	8.37
1039	8710	8.38
1040	8714	8.38
1041	8944	8.59
1042	8731	8.38
1043	8725	8.37
1044	8741	8.37
1045	8749	8.37
1046	8734	8.35
1047	8756	8.36
1048	8762	8.36
1049	9328	8.89
1050	8766	8.35
1051	8773	8.35
1052	9039	8.59
1053	9374	8.90
1054	8815	8.36
1055	8844	8.38
1056	8821	8.35
1057	8830	8.35
1058	8858	8.37
1059	8868	8.37
1060	8871	8.37
1061	8953	8.44
1062	11928	11.23
1063	9715	9.14
1064	8918	8.38
1065	8920	8.38
1066	8931	8.38
1067	8943	8.38
1068	9417	8.82
1069	8927	8.35
1070	8932	8.35
1071	8948	8.35
1072	10400	9.70
1073	8986	8.37
1074	10327	9.62
1075	9004	8.38
1076	8992	8.36
1077	8991	8.35
1078	9007	8.36
1079	8982	8.32
1080	9002	8.34
1081	9158	8.47
1082	9728	8.99
1083	16188	14.95
1084	9845	9.08
1085	9507	8.76
1086	9500	8.75
1087	9509	8.75
1088	9521	8.75
1089	9527	8.75
1090	9521	8.73
1091	9529	8.73
1092	9555	8.75
1093	9549	8.74
1094	9557	8.74
1095	9559	8.73
1096	9574	8.74
1097	9596	8.75
1098	9679	8.82
1099	10637	9.68
1100	9690	8.81
1101	9168	8.33
1102	9191	8.34
1103	9186	8.33
1104	9196	8.33
1105	9194	8.32
1106	9514	8.60
1107	9178	8.29
1108	9187	8.29
1109	9188	8.28
1110	9208	8.30
1111	9205	8.29
1112	9412	8.46
1113	9205	8.27
1114	9227	8.28
1115	9252	8.30
1116	12138	10.88
1117	11058	9.90
1118	9829	8.79
1119	9366	8.37
1120	9790	8.74
1121	9299	8.30
1122	9338	8.32
1123	9293	8.28
1124	9318	8.29
1125	9329	8.29
1126	9333	8.29
1127	9341	8.29
1128	9340	8.28
1129	9349	8.28
1130	9360	8.28
1131	9370	8.28
1132	9364	8.27
1133	9339	8.24
1134	9371	8.26
1135	9378	8.26
1136	9399	8.27
1137	9408	8.27
1138	9591	8.43
1139	9402	8.25
1140	9408	8.25
1141	9406	8.24
1142	10882	9.53
1143	9538	8.34
1144	9421	8.24
1145	9440	8.24
1146	9429	8.23
1147	9506	8.29
1148	11891	10.36
1149	10833	9.43
1150	9497	8.26
1151	9507	8.26
1152	9511	8.26
1153	9517	8.25
1154	9587	8.31
1155	9526	8.25
1156	9545	8.26
1157	9540	8.25
1158	9544	8.24
1159	9563	8.25
1160	9552	8.23
1161	9863	8.50
1162	9565	8.23
1163	11318	9.73
1164	10359	8.90
1165	10649	9.14
1166	9565	8.20
1167	9585	8.21
1168	9576	8.20
1169	10198	8.72
1170	9628	8.23
1171	9609	8.21
1172	9631	8.22
1173	9619	8.20
1174	10250	8.73
1175	10300	8.77
1176	13339	11.34
1177	9687	8.23
1178	9668	8.21
1179	9677	8.21
1180	9692	8.21
1181	9698	8.21
1182	9706	8.21
1183	10132	8.56
1184	9721	8.21
1185	9706	8.19
1186	9747	8.22
1187	12715	10.71
1188	11762	9.90
1189	9991	8.40
1190	11214	9.42
1191	10759	9.03
1192	9765	8.19
1193	9769	8.19
1194	9774	8.19
1195	9791	8.19
1196	9954	8.32
1197	9776	8.17
1198	9750	8.14
1199	9774	8.15
1200	9996	8.33
1201	9838	8.19
1202	9827	8.18
1203	9835	8.18
1204	9880	8.21
1205	9863	8.19
1206	9847	8.17
1207	9855	8.16
1208	9853	8.16
1209	9860	8.16
1210	9880	8.17
1211	9895	8.17
1212	9875	8.15
1213	10358	8.54
1214	10566	8.70
1215	10380	8.54
1216	10370	8.53
1217	10376	8.53
1218	10387	8.53
1219	10389	8.52
1220	11196	9.18
1221	10369	8.49
1222	10356	8.47
1223	10386	8.49
1224	10381	8.48
1225	10399	8.49
1226	11795	9.62
1227	11077	9.03
1228	10866	8.85
1229	10457	8.51
1230	10464	8.51
1231	10482	8.52
1232	10731	8.71
1233	10047	8.15
1234	10040	8.14
1235	10294	8.34
1236	10062	8.14
1237	10040	8.12
1238	10075	8.14
1239	10075	8.13
1240	10097	8.14
1241	10546	8.50
1242	10730	8.64
1243	10576	8.51
1244	10560	8.49
1245	10575	8.49
1246	10580	8.49
1247	12033	9.65
1248	10583	8.48
1249	10610	8.49
1250	10603	8.48
1251	10062	8.04
1252	10144	8.10
1253	16911	13.50
1254	14944	11.92
1255	13050	10.40
1256	10220	8.14
1257	10213	8.12
1258	10924	8.68
1259	10276	8.16
1260	10277	8.16
1261	10620	8.42
1262	10145	8.04
1263	10162	8.05
1264	10152	8.03
1265	10180	8.05
1266	10172	8.03
1267	10277	8.11
1268	10208	8.05
1269	16652	13.12
1270	12187	9.60
1271	10677	8.40
1272	10674	8.39
1273	10700	8.41
1274	10701	8.40
1275	10693	8.39
1276	10703	8.39
1277	10701	8.38
1278	10725	8.39
1279	10731	8.39
1280	10806	8.44
1281	11341	8.85
1282	10576	8.25
1283	10320	8.04
1284	10330	8.05
1285	12134	9.44
1286	12739	9.91
1287	10968	8.52
1288	11410	8.86
1289	11577	8.98
1290	10378	8.04
1291	10367	8.03
1292	10387	8.04
1293	10390	8.04
1294	10374	8.02
1295	10445	8.07
1296	10412	8.03
1297	10427	8.04
1298	10390	8.00
1299	10408	8.01
1300	11739	9.03
1301	10369	7.97
1302	10369	7.96
1303	10371	7.96
1304	10385	7.96
1305	10370	7.95
1306	10394	7.96
1307	10399	7.96
1308	11880	9.08
1309	11469	8.76
1310	10436	7.97
1311	10442	7.96
1312	10467	7.98
1313	10713	8.16
1314	10499	7.99
1315	10489	7.98
1316	10483	7.97
1317	11229	8.53
1318	10590	8.03
1319	11111	8.42
1320	11103	8.41
1321	11061	8.37
1322	11059	8.37
1323	11071	8.37
1324	11054	8.35
1325	11206	8.46
1326	11078	8.35
1327	11093	8.36
1328	11092	8.35
1329	11095	8.35
1330	11100	8.35
1331	11120	8.35
1332	11122	8.35
1333	11332	8.50
1334	11141	8.35
1335	11150	8.35
1336	11121	8.32
1337	11147	8.34
1338	11177	8.35
1339	11158	8.33
1340	11164	8.33
1341	12805	9.55
1342	11615	8.65
1343	11223	8.36
1344	14593	10.86
1345	10732	7.98
1346	10983	8.16
1347	10747	7.98
1348	10789	8.00
1349	11196	8.30
1350	12271	9.09
1351	11181	8.28
1352	10843	8.02
1353	10853	8.02
1354	10836	8.00
1355	10896	8.04
1356	10808	7.97
1357	10837	7.99
1358	10843	7.98
1359	10952	8.06
1360	10937	8.04
1361	10868	7.99
1362	10854	7.97
1363	10874	7.98
1364	12466	9.14
1365	10952	8.02
1366	15142	11.08
1367	12560	9.19
1368	11319	8.27
1369	11341	8.28
1370	11340	8.28
1371	11353	8.28
1372	11354	8.28
1373	11371	8.28
1374	11367	8.27
1375	11368	8.27
1376	11454	8.32
1377	11018	8.00
1378	12202	8.85
1379	12647	9.17
1380	13194	9.56
1381	12816	9.28
1382	14485	10.48
1383	10986	7.94
1384	11019	7.96
1385	11013	7.95
1386	11023	7.95
1387	11029	7.95
1388	11038	7.95
1389	11031	7.94
1390	11025	7.93
1391	11043	7.94
1392	11039	7.93
1393	11052	7.93
1394	11731	8.42
1395	12949	9.28
1396	11512	8.25
1397	11449	8.20
1398	11449	8.19
1399	11465	8.20
1400	12616	9.01
1401	11605	8.28
1402	11604	8.28
1403	11604	8.27
1404	11618	8.27
1405	11754	8.37
1406	11623	8.27
1407	12470	8.86
1408	13832	9.82
1409	13690	9.72
1410	11896	8.44
1411	11540	8.18
1412	11551	8.18
1413	11559	8.18
1414	11568	8.18
1415	11585	8.19
1416	11576	8.18
1417	11592	8.18
1418	11590	8.17
1419	11973	8.44
1420	11583	8.16
1421	11620	8.18
1422	11630	8.18
1423	11630	8.17
1424	11633	8.17
1425	11649	8.17
1426	12174	8.54
1427	11246	7.88
1428	11261	7.89
1429	11969	8.38
1430	11726	8.20
1431	11733	8.20
1432	11724	8.19
1433	11740	8.19
1434	11735	8.18
1435	12012	8.37
1436	11755	8.19
1437	12270	8.54
1438	11320	7.87
1439	11324	7.87
1440	11344	7.88
1441	11339	7.87
1442	11356	7.88
1443	11351	7.87
1444	11760	8.14
1445	11406	7.89
1446	11415	7.89
1447	11428	7.90
1448	11829	8.17
1449	12605	8.70
1450	12497	8.62
1451	11872	8.18
1452	11857	8.17
1453	11883	8.18
1454	12099	8.32
1455	11904	8.18
1456	11906	8.18
1457	11888	8.16
1458	11922	8.18
1459	11928	8.18
1460	12038	8.25
1461	15188	10.40
1462	12061	8.25
1463	11993	8.20
1464	12525	8.56
1465	11523	7.87
1466	12046	8.22
1467	12840	8.75
1468	13458	9.17
1469	11952	8.14
1470	13077	8.90
1471	12150	8.26
1472	11476	7.80
1473	11490	7.80
1474	11502	7.80
1475	11509	7.80
1476	11504	7.79
1477	11495	7.78
1478	11591	7.84
1479	11595	7.84
1480	11603	7.84
1481	11593	7.83
1482	11606	7.83
1483	11591	7.82
1484	11609	7.82
1485	11614	7.82
1486	11734	7.90
1487	11636	7.83
1488	11841	7.96
1489	13125	8.81
1490	11673	7.83
1491	11664	7.82
1492	12618	8.46
1493	11789	7.90
1494	13179	8.82
1495	11709	7.83
1496	11709	7.83
1497	11742	7.84
1498	11730	7.83
1499	11936	7.96
