N	Total Time	Average CPE
1040	14766	14.20
1041	15008	14.42
1042	16309	15.65
1043	17131	16.42
1044	17905	17.15
1045	15024	14.38
1046	19102	18.26
1047	18924	18.07
1048	17614	16.81
1049	14987	14.29
1050	18398	17.52
1051	14853	14.13
1052	15064	14.32
1053	20962	19.91
1054	23583	22.37
1055	18541	17.57
1056	15616	14.79
1057	15458	14.62
1058	14933	14.11
1059	15139	14.30
1060	15056	14.20
1061	16452	15.51
1062	18145	17.09
1063	15130	14.23
1064	15155	14.24
1065	15418	14.48
1066	17717	16.62
1067	17626	16.52
1068	22059	20.65
1069	18112	16.94
1070	20935	19.57
1071	15267	14.25
1072	15250	14.23
1073	16837	15.69
1074	16996	15.82
1075	15355	14.28
1076	15366	14.28
1077	15732	14.61
1078	15280	14.17
1079	16118	14.94
1080	15328	14.19
1081	15387	14.23
1082	15461	14.29
1083	15366	14.19
1084	18010	16.61
1085	16448	15.16
1086	15327	14.11
1087	15332	14.10
1088	15349	14.11
1089	16573	15.22
1090	15344	14.08
1091	15367	14.09
1092	15385	14.09
1093	15528	14.21
1094	15404	14.08
1095	15414	14.08
1096	15429	14.08
1097	16914	15.42
1098	15462	14.08
1099	15483	14.09
1100	16312	14.83
1101	16484	14.97
1102	15675	14.22
1103	15709	14.24
1104	16209	14.68
1105	15554	14.08
1106	15574	14.08
1107	15597	14.09
1108	15767	14.23
1109	15608	14.07
1110	17434	15.71
1111	16673	15.01
1112	15890	14.29
1113	15663	14.07
1114	15881	14.26
1115	15706	14.09
1116	15732	14.10
1117	15760	14.11
1118	15720	14.06
1119	15787	14.11
1120	15735	14.05
1121	16918	15.09
1122	18230	16.25
1123	16260	14.48
1124	15830	14.08
1125	16021	14.24
1126	15865	14.09
1127	15877	14.09
1128	15892	14.09
1129	16744	14.83
1130	15925	14.09
1131	15922	14.08
1132	16160	14.28
1133	15954	14.08
1134	15948	14.06
1135	17429	15.36
1136	16007	14.09
1137	16895	14.86
1138	16026	14.08
1139	16377	14.38
1140	17010	14.92
1141	22736	19.93
1142	17040	14.92
1143	16269	14.23
1144	16294	14.24
1145	16583	14.48
1146	16138	14.08
1147	16206	14.13
1148	16163	14.08
1149	16175	14.08
1150	16200	14.09
1151	16194	14.07
1152	17680	15.35
1153	16649	14.44
1154	16241	14.07
1155	16243	14.06
1156	16293	14.09
1157	16275	14.07
1158	17055	14.73
1159	17528	15.12
1160	16943	14.61
1161	24255	20.89
1162	20154	17.34
1163	17256	14.84
1164	16525	14.20
1165	16844	14.46
1166	16450	14.11
1167	16595	14.22
1168	16802	14.39
1169	16681	14.27
1170	16638	14.22
1171	16490	14.08
1172	16550	14.12
1173	16724	14.26
1174	16903	14.40
1175	20379	17.34
1176	19398	16.49
1177	16634	14.13
1178	19687	16.71
1179	18658	15.83
1180	16585	14.06
1181	16597	14.05
1182	16636	14.07
1183	17248	14.58
1184	16669	14.08
1185	16697	14.09
1186	16796	14.16
1187	16708	14.08
1188	16713	14.07
1189	16734	14.07
1190	16745	14.07
1191	16763	14.07
1192	16776	14.07
1193	16776	14.06
1194	18615	15.59
1195	17275	14.46
1196	17224	14.40
1197	17551	14.66
1198	17078	14.26
1199	17818	14.86
1200	17542	14.62
1201	17059	14.20
1202	17098	14.22
1203	17120	14.23
1204	17122	14.22
1205	17101	14.19
1206	17347	14.38
1207	16980	14.07
1208	22434	18.57
