N	Total Time	Average CPE
1405	686730	488.78
1406	692301	492.39
1407	698444	496.41
1408	725129	515.01
1409	698122	495.47
1410	693228	491.65
1411	704479	499.28
1412	703878	498.50
1413	692936	490.40
1414	705175	498.71
1415	700661	495.17
1416	711388	502.39
1417	707616	499.38
1418	705337	497.42
1419	698563	492.29
1420	710551	500.39
1421	706720	497.34
1422	718299	505.13
1423	706338	496.37
1424	709431	498.20
1425	713045	500.38
1426	717506	503.16
1427	712876	499.56
1428	714904	500.63
1429	724025	506.67
1430	714400	499.58
1431	714278	499.15
1432	710162	495.92
1433	723426	504.83
1434	717138	500.10
1435	733217	510.95
1436	723191	503.61
1437	725315	504.74
1438	726928	505.51
1439	730868	507.90
1440	727216	505.01
1441	726812	504.38
1442	745942	517.30
1443	730877	506.50
1444	730249	505.71
1445	722386	499.92
1446	730531	505.21
1447	730105	504.56
1448	739486	510.69
1449	731698	504.97
1450	737375	508.53
1451	731626	504.22
1452	746254	513.95
1453	779513	536.49
1454	740758	509.46
1455	752228	517.00
1456	739322	507.78
1457	751329	515.67
1458	736353	505.04
1459	747013	512.00
1460	746552	511.34
1461	756023	517.47
1462	747839	511.52
1463	747109	510.67
1464	771273	526.83
1465	750091	512.01
1466	757241	516.54
1467	745237	508.00
1468	764486	520.77
1469	752360	512.16
1470	754628	513.35
1471	753829	512.46
1472	759018	515.64
1473	756536	513.60
1474	774471	525.42
1475	762689	517.08
1476	759866	514.81
1477	763213	516.73
1478	762206	515.70
1479	765625	517.66
1480	770061	520.31
1481	765204	516.68
1482	768252	518.39
1483	768351	518.11
1484	767448	517.15
1485	771239	519.35
1486	768417	517.10
1487	781093	525.28
1488	769687	517.26
1489	770181	517.25
1490	768307	515.64
1491	775633	520.21
1492	788119	528.23
1493	777437	520.72
1494	786914	526.72
1495	791537	529.46
1496	782267	522.91
1497	772278	515.88
