N	Total Time	Average CPE
904	10309	11.40
905	10322	11.41
906	10312	11.38
907	10336	11.40
908	10343	11.39
909	10347	11.38
910	10367	11.39
911	10381	11.40
912	10396	11.40
913	10422	11.42
914	10418	11.40
915	13628	14.89
916	13837	15.11
917	10566	11.52
918	10572	11.52
919	12436	13.53
920	13228	14.38
921	14635	15.89
922	13673	14.83
923	13864	15.02
924	13721	14.85
925	13189	14.26
926	14621	15.79
927	13594	14.66
928	14443	15.56
929	15394	16.57
930	14453	15.54
931	16326	17.54
932	16369	17.56
933	15806	16.94
934	15633	16.74
935	15430	16.50
936	16718	17.86
937	14425	15.39
938	14509	15.47
939	14838	15.80
940	15573	16.57
941	14829	15.76
942	23950	25.42
943	15824	16.78
944	15894	16.84
945	15039	15.91
946	14655	15.49
947	14866	15.70
948	14978	15.80
949	14880	15.68
950	15219	16.02
951	14140	14.87
952	14794	15.54
953	15106	15.85
954	15739	16.50
955	14192	14.86
956	16524	17.28
957	19139	20.00
958	15203	15.87
959	16190	16.88
960	17722	18.46
961	20053	20.87
962	15688	16.31
963	16335	16.96
964	15728	16.32
965	15938	16.52
966	15825	16.38
967	16133	16.68
968	16522	17.07
969	13735	14.17
970	16125	16.62
971	15332	15.79
972	15212	15.65
973	14935	15.35
974	14612	15.00
975	15020	15.41
976	15301	15.68
977	15022	15.38
978	14084	14.40
979	15059	15.38
980	13969	14.25
981	11019	11.23
982	15788	16.08
983	15225	15.49
984	16780	17.05
985	12191	12.38
986	12643	12.82
987	11669	11.82
988	11165	11.30
989	11191	11.32
990	11210	11.32
991	11395	11.50
992	11197	11.29
993	11200	11.28
994	11174	11.24
995	11223	11.28
996	11228	11.27
997	13318	13.36
998	12081	12.11
999	11274	11.29
1000	13297	13.30
1001	11118	11.11
1002	11124	11.10
1003	12442	12.40
1004	11256	11.21
1005	11247	11.19
1006	11186	11.12
1007	11192	11.11
1008	11197	11.11
1009	11212	11.11
1010	12289	12.17
1011	11226	11.10
1012	11224	11.09
1013	11242	11.10
1014	11244	11.09
1015	11235	11.07
1016	11261	11.08
1017	11268	11.08
1018	11274	11.07
1019	12230	12.00
1020	16927	16.60
1021	13837	13.55
1022	11564	11.32
1023	11575	11.31
1024	11587	11.32
1025	12964	12.65
1026	12139	11.83
1027	17130	16.68
1028	16404	15.96
1029	16613	16.14
1030	16771	16.28
1031	16798	16.29
1032	16945	16.42
1033	16904	16.36
1034	16448	15.91
1035	16564	16.00
1036	16738	16.16
1037	16941	16.34
1038	16713	16.10
1039	17057	16.42
1040	16920	16.27
1041	16513	15.86
1042	16163	15.51
1043	84265	80.79
1044	22857	21.89
1045	20157	19.29
1046	20070	19.19
1047	18931	18.08
1048	19833	18.92
1049	17021	16.23
1050	15808	15.06
1051	16560	15.76
1052	15848	15.06
1053	17243	16.38
1054	23068	21.89
1055	20939	19.85
1056	16641	15.76
1057	18262	17.28
1058	17983	17.00
1059	17850	16.86
1060	17828	16.82
1061	18366	17.31
1062	18183	17.12
1063	20519	19.30
1064	20003	18.80
1065	18920	17.77
1066	18576	17.43
1067	17739	16.63
1068	17300	16.20
1069	17453	16.33
1070	16505	15.43
1071	17356	16.21
1072	16316	15.22
1073	16731	15.59
1074	16903	15.74
1075	17301	16.09
1076	17384	16.16
1077	17685	16.42
1078	12722	11.80
1079	12727	11.80
1080	12749	11.80
1081	12766	11.81
1082	12778	11.81
1083	12814	11.83
1084	12683	11.70
1085	12696	11.70
1086	13592	12.52
1087	12716	11.70
1088	13508	12.42
1089	12730	11.69
1090	12734	11.68
1091	12744	11.68
1092	12760	11.68
1093	13778	12.61
1094	12783	11.68
1095	12992	11.86
1096	13492	12.31
1097	12798	11.67
1098	14105	12.85
1099	13885	12.63
1100	15379	13.98
1101	12793	11.62
1102	13220	12.00
1103	13671	12.39
1104	12800	11.59
1105	12812	11.59
1106	21389	19.34
1107	27520	24.86
1108	22086	19.93
1109	19622	17.69
1110	20938	18.86
1111	21360	19.23
1112	21424	19.27
1113	21064	18.93
1114	20373	18.29
1115	23360	20.95
1116	19265	17.26
1117	19267	17.25
1118	19289	17.25
1119	19792	17.69
1120	20107	17.95
1121	20149	17.97
1122	20183	17.99
1123	20442	18.20
1124	21065	18.74
1125	19815	17.61
1126	35563	31.58
1127	26080	23.14
1128	28685	25.43
1129	28964	25.65
1130	21630	19.14
1131	20543	18.16
1132	22043	19.47
1133	19088	16.85
1134	19092	16.84
1135	19570	17.24
1136	19699	17.34
1137	18725	16.47
1138	21077	18.52
1139	20449	17.95
1140	20346	17.85
1141	30421	26.66
1142	19569	17.14
1143	17974	15.73
1144	18681	16.33
1145	20175	17.62
1146	19901	17.37
1147	19443	16.95
1148	19108	16.64
1149	20288	17.66
1150	19218	16.71
1151	18582	16.14
1152	19496	16.92
1153	19418	16.84
1154	20235	17.53
1155	24480	21.19
1156	20090	17.38
1157	19416	16.78
1158	19444	16.79
1159	19781	17.07
1160	23740	20.47
1161	31719	27.32
1162	21230	18.27
1163	14196	12.21
1164	13384	11.50
1165	13362	11.47
1166	13376	11.47
1167	13372	11.46
1168	13366	11.44
1169	13377	11.44
1170	13403	11.46
1171	14953	12.77
1172	13452	11.48
1173	13443	11.46
1174	13442	11.45
1175	13429	11.43
1176	13460	11.45
1177	15186	12.90
1178	13459	11.43
1179	16238	13.77
1180	13521	11.46
1181	16072	13.61
1182	18176	15.38
1183	18612	15.73
1184	20043	16.93
1185	18912	15.96
1186	19209	16.20
1187	18434	15.53
1188	18934	15.94
1189	18250	15.35
1190	17376	14.60
1191	17290	14.52
1192	18847	15.81
1193	18789	15.75
1194	18313	15.34
1195	18900	15.82
1196	17900	14.97
1197	18761	15.67
1198	21045	17.57
1199	22057	18.40
1200	23370	19.48
1201	20845	17.36
1202	19995	16.63
1203	21525	17.89
1204	18214	15.13
1205	18511	15.36
1206	17773	14.74
1207	17723	14.68
1208	17549	14.53
1209	19110	15.81
1210	17898	14.79
1211	17533	14.48
1212	17613	14.53
1213	18457	15.22
1214	19217	15.83
1215	19117	15.73
1216	19230	15.81
1217	19179	15.76
1218	19138	15.71
1219	20844	17.10
1220	18881	15.48
1221	19091	15.64
1222	18985	15.54
1223	18951	15.50
1224	26117	21.34
1225	17777	14.51
1226	18035	14.71
1227	17808	14.51
1228	18375	14.96
1229	17092	13.91
1230	18292	14.87
1231	17944	14.58
1232	18049	14.65
1233	17559	14.24
1234	18047	14.62
1235	17491	14.16
1236	18741	15.16
1237	17420	14.08
1238	17987	14.53
1239	17331	13.99
1240	18253	14.72
1241	20884	16.83
1242	18064	14.54
1243	18187	14.63
1244	23855	19.18
1245	22328	17.93
1246	33264	26.70
1247	20613	16.53
1248	21076	16.89
1249	20414	16.34
1250	20519	16.42
1251	20569	16.44
1252	20535	16.40
1253	20666	16.49
1254	20898	16.67
1255	20035	15.96
1256	18232	14.52
1257	18283	14.54
1258	18240	14.50
1259	19629	15.59
1260	20874	16.57
1261	21445	17.01
1262	21131	16.74
1263	25503	20.19
1264	25771	20.39
1265	26858	21.23
1266	23860	18.85
1267	29533	23.31
1268	26699	21.06
1269	106593	84.00
1270	83784	65.97
1271	18882	14.86
1272	25634	20.15
1273	19270	15.14
1274	79727	62.58
1275	22414	17.58
1276	22018	17.26
1277	22349	17.50
1278	23280	18.22
1279	21865	17.10
1280	21408	16.73
1281	21183	16.54
1282	29721	23.18
1283	22245	17.34
1284	23102	17.99
1285	22317	17.37
1286	22258	17.31
1287	23821	18.51
1288	22000	17.08
1289	21787	16.90
1290	21987	17.04
1291	22367	17.33
1292	25933	20.07
1293	21869	16.91
1294	21863	16.90
1295	23763	18.35
1296	22379	17.27
1297	22500	17.35
1298	22602	17.41
1299	22617	17.41
1300	21646	16.65
1301	21694	16.67
1302	21762	16.71
1303	21752	16.69
1304	21754	16.68
1305	21626	16.57
1306	21735	16.64
1307	21765	16.65
1308	21903	16.75
1309	23653	18.07
1310	22619	17.27
1311	22895	17.46
1312	23583	17.97
1313	21933	16.70
1314	21912	16.68
1315	22033	16.76
1316	21945	16.68
1317	21673	16.46
1318	21773	16.52
1319	21697	16.45
1320	22845	17.31
1321	21666	16.40
1322	21627	16.36
1323	21496	16.25
1324	21554	16.28
1325	21405	16.15
1326	21453	16.18
1327	21506	16.21
1328	21458	16.16
1329	21720	16.34
1330	26008	19.55
1331	43193	32.45
1332	27599	20.72
1333	24431	18.33
1334	22196	16.64
1335	20843	15.61
1336	20904	15.65
1337	19892	14.88
1338	26780	20.01
1339	19401	14.49
1340	16590	12.38
1341	19636	14.64
1342	20859	15.54
1343	21459	15.98
1344	21034	15.65
1345	21340	15.87
1346	21412	15.91
1347	24347	18.07
1348	74268	55.09
1349	186694	138.39
1350	47730	35.36
1351	428868	317.44
1352	70898	52.44
1353	24072	17.79
1354	24534	18.12
1355	25012	18.46
1356	24351	17.96
1357	26298	19.38
1358	19665	14.48
1359	17253	12.70
1360	15824	11.64
1361	16517	12.14
1362	20093	14.75
1363	18075	13.26
1364	15462	11.34
1365	15361	11.25
1366	19374	14.18
1367	30400	22.24
1368	19767	14.45
1369	15669	11.45
1370	15602	11.39
1371	15740	11.48
1372	15532	11.32
1373	15681	11.42
1374	15455	11.25
1375	20290	14.76
1376	23045	16.75
1377	18531	13.46
1378	15482	11.24
1379	15781	11.44
1380	15928	11.54
1381	16784	12.15
1382	15483	11.20
1383	15597	11.28
1384	15793	11.41
1385	16193	11.69
1386	16098	11.61
1387	15944	11.50
1388	16727	12.05
1389	15812	11.38
1390	15530	11.17
1391	16061	11.55
1392	15414	11.07
1393	17509	12.57
1394	21317	15.29
1395	28523	20.45
1396	15540	11.13
1397	15510	11.10
1398	19153	13.70
1399	18064	12.91
1400	28983	20.70
1401	20142	14.38
1402	15620	11.14
1403	16396	11.69
1404	15945	11.36
1405	15649	11.14
1406	15642	11.13
1407	15731	11.18
1408	20263	14.39
1409	21335	15.14
1410	17987	12.76
1411	23060	16.34
1412	19439	13.77
1413	15719	11.12
1414	15638	11.06
1415	15595	11.02
1416	15586	11.01
1417	15577	10.99
1418	15603	11.00
1419	15600	10.99
1420	15619	11.00
1421	15640	11.01
1422	16373	11.51
1423	16914	11.89
1424	15838	11.12
1425	15862	11.13
1426	15968	11.20
1427	15872	11.12
1428	15867	11.11
1429	15882	11.11
1430	15893	11.11
1431	18524	12.94
1432	15859	11.07
1433	16479	11.50
1434	22661	15.80
1435	18966	13.22
1436	16054	11.18
1437	31702	22.06
1438	20855	14.50
1439	16111	11.20
1440	16108	11.19
1441	17838	12.38
1442	16007	11.10
1443	16004	11.09
1444	16085	11.14
1445	15951	11.04
1446	18432	12.75
1447	29782	20.58
1448	20092	13.88
1449	15931	10.99
1450	15910	10.97
1451	16752	11.55
1452	16004	11.02
1453	16009	11.02
1454	16048	11.04
1455	16043	11.03
1456	22852	15.70
1457	21198	14.55
1458	17742	12.17
1459	16013	10.98
1460	16942	11.60
1461	16489	11.29
1462	16184	11.07
1463	16142	11.03
1464	16148	11.03
1465	16151	11.02
1466	16169	11.03
1467	16162	11.02
1468	16174	11.02
1469	16654	11.34
1470	16361	11.13
1471	18774	12.76
1472	16297	11.07
1473	17902	12.15
1474	16101	10.92
1475	26232	17.78
1476	22534	15.27
1477	22713	15.38
1478	53621	36.28
1479	18550	12.54
1480	16335	11.04
1481	19930	13.46
1482	30499	20.58
1483	16488	11.12
1484	16560	11.16
1485	16434	11.07
1486	23524	15.83
1487	20772	13.97
1488	59357	39.89
1489	17798	11.95
1490	18988	12.74
1491	33271	22.31
1492	16550	11.09
1493	18472	12.37
1494	17930	12.00
1495	16582	11.09
1496	18262	12.21
1497	17407	11.63
1498	16819	11.23
